{'cf': 'ri', 'emb': {'u': 'mat', 'i': 'mat'}, 'ifc': 'concat', 'pred': 'h'}
train_epoch: 1001, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [25.6965]
train_epoch: 1002, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [25.7436]
train_epoch: 1003, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [25.7952]
train_epoch: 1004, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [25.8546]
train_epoch: 1005, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [25.8824]
train_epoch: 1006, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [25.9297]
train_epoch: 1007, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [25.9851]
train_epoch: 1008, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.0366]
train_epoch: 1009, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.0853]
train_epoch: 1010, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.1188]
train_epoch: 1011, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.1317]
train_epoch: 1012, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.1486]
train_epoch: 1013, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.1632]
train_epoch: 1014, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.1752]
train_epoch: 1015, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.1869]
train_epoch: 1016, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.1967]
train_epoch: 1017, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.2097]
train_epoch: 1018, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.2232]
train_epoch: 1019, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.2356]
train_epoch: 1020, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.2452]
train_epoch: 1021, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.2575]
train_epoch: 1022, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.2871]
train_epoch: 1023, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.3257]
train_epoch: 1024, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.3741]
train_epoch: 1025, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.4203]
train_epoch: 1026, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.4693]
train_epoch: 1027, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.5188]
train_epoch: 1028, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.5385]
train_epoch: 1029, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.5655]
train_epoch: 1030, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.6180]
train_epoch: 1031, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.6718]
train_epoch: 1032, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.7232]
train_epoch: 1033, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.7727]
train_epoch: 1034, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.8022]
train_epoch: 1035, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.8156]
train_epoch: 1036, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.8302]
train_epoch: 1037, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.8434]
train_epoch: 1038, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.8547]
train_epoch: 1039, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.8640]
train_epoch: 1040, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.8763]
train_epoch: 1041, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.8884]
train_epoch: 1042, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.9010]
train_epoch: 1043, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.9126]
train_epoch: 1044, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.9252]
train_epoch: 1045, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [26.9597]
train_epoch: 1046, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.0087]
train_epoch: 1047, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.0554]
train_epoch: 1048, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.1075]
train_epoch: 1049, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.1597]
train_epoch: 1050, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.1904]
train_epoch: 1051, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.2351]
train_epoch: 1052, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.2911]
train_epoch: 1053, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.3417]
train_epoch: 1054, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.3920]
train_epoch: 1055, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.4437]
train_epoch: 1056, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.4797]
train_epoch: 1057, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.4931]
train_epoch: 1058, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.5095]
train_epoch: 1059, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.5252]
train_epoch: 1060, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.5353]
train_epoch: 1061, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.5485]
train_epoch: 1062, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.5609]
train_epoch: 1063, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.5717]
train_epoch: 1064, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.5869]
train_epoch: 1065, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.5963]
train_epoch: 1066, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.6104]
train_epoch: 1067, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.6331]
train_epoch: 1068, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.6773]
train_epoch: 1069, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.7028]
train_epoch: 1070, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.7496]
train_epoch: 1071, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.8007]
train_epoch: 1072, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.8536]
train_epoch: 1073, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.9023]
train_epoch: 1074, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.9168]
train_epoch: 1075, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [27.9690]
train_epoch: 1076, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.0193]
train_epoch: 1077, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.0714]
train_epoch: 1078, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.1217]
train_epoch: 1079, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.1717]
train_epoch: 1080, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.2248]
train_epoch: 1081, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.2654]
train_epoch: 1082, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.2787]
train_epoch: 1083, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.2905]
train_epoch: 1084, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.3003]
train_epoch: 1085, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.3108]
train_epoch: 1086, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.3209]
train_epoch: 1087, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.3304]
train_epoch: 1088, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.3394]
train_epoch: 1089, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.3482]
train_epoch: 1090, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.3803]
train_epoch: 1091, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.4312]
train_epoch: 1092, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.4870]
train_epoch: 1093, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.5319]
train_epoch: 1094, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.5741]
train_epoch: 1095, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.6312]
train_epoch: 1096, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.6826]
train_epoch: 1097, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.7372]
train_epoch: 1098, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.7843]
train_epoch: 1099, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.8003]
train_epoch: 1100, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.8131]
train_epoch: 1101, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.8264]
train_epoch: 1102, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.8378]
train_epoch: 1103, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.8474]
train_epoch: 1104, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.8581]
train_epoch: 1105, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.8702]
train_epoch: 1106, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.8810]
train_epoch: 1107, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.8904]
train_epoch: 1108, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.9015]
train_epoch: 1109, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.9124]
train_epoch: 1110, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.9240]
train_epoch: 1111, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.9341]
train_epoch: 1112, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [28.9754]
train_epoch: 1113, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.0196]
train_epoch: 1114, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.0456]
train_epoch: 1115, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.0948]
train_epoch: 1116, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.1444]
train_epoch: 1117, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.1888]
train_epoch: 1118, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.2234]
train_epoch: 1119, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.2784]
train_epoch: 1120, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.3332]
train_epoch: 1121, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.3855]
train_epoch: 1122, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.4393]
train_epoch: 1123, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.4590]
train_epoch: 1124, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.4705]
train_epoch: 1125, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.4839]
train_epoch: 1126, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.4962]
train_epoch: 1127, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.5058]
train_epoch: 1128, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.5171]
train_epoch: 1129, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.5278]
train_epoch: 1130, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.5397]
train_epoch: 1131, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.5509]
train_epoch: 1132, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.5629]
train_epoch: 1133, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.5725]
train_epoch: 1134, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.5838]
train_epoch: 1135, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.5959]
train_epoch: 1136, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.6219]
train_epoch: 1137, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.6713]
train_epoch: 1138, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.7228]
train_epoch: 1139, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.7767]
train_epoch: 1140, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.8271]
train_epoch: 1141, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.8526]
train_epoch: 1142, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.8981]
train_epoch: 1143, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [29.9498]
train_epoch: 1144, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [30.0040]
train_epoch: 1145, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [30.0508]
train_epoch: 1146, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [30.0998]
train_epoch: 1147, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [30.1489]
train_epoch: 1148, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [30.1679]
train_epoch: 1149, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [30.1796]
train_epoch: 1150, loss: 0.3570, recall20: 0.0000 recall10: 0.0000 [30.1956]
